ind;Corpus;Volume;Date;Type1
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_12900712_0031_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_12910531_0032_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_12970316_0034_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_13470108_0107_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14030101_0280_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14310225_0404_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14310323_0405_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14310422_0406_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14320206_0407_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14320427_0408_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14320525_0409_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14320603_0410_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14320706_0411_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14320929_0412_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14321111_0413_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14321111_0414_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_14421008_0481_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__213__K.._MOM-Bilddateien._~BayHStajpgweb._~Windberg._~BayHStA-KUWindberg_16910205_1059_r.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__218__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Bakonybel._~Pann_BB_1518_12_13_208427.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__218__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Bakonybel._~Pann_BB_1521_11_25_208428.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__218__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Bakonybel._~Pann_BB_1525_08_11_208429.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__221__K.._MOM-Bilddateien._~Esztergomjpgweb._~EPL_13530201.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__221__K.._MOM-Bilddateien._~Esztergomjpgweb._~EPL_13530423.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__221__K.._MOM-Bilddateien._~Esztergomjpgweb._~EPL_13560423.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1400_04_30_208293.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1500_09_18_208342.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1500_09_18_208343.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1502_07_04_208303.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1517_08_02_208327.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1520_03_20_208332.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1520_05_18_208334.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1520_06_07_208333.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1520_06_08_208331.jpg_full_full_90_default.jpg;MOMCA;;;
_iiif_2_pics__225__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Acta_Antiquiora_~Pann_AA_1522_04_01_208335.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1102_12_08_206804.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1102_12_08_206805.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1131_1141_206807.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1135_00_00_206808.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1135_00_00_206809.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1137_04_11_206810.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1137_04_11_206811.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1142_1146_206813.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1146_00_00_206814.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1146_00_00_206815.jpg_full_full_90_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1150_00_00_206816.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1151_00_00_206817.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1152_00_00_206818.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1153_00_00_206819.jpg_full_full_90_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1172_00_00_206821.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1173_1185_206822.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1175_12_16_206824.jpg_full_full_90_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1180_12_00_206825.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1181_00_00_206827.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1181_01_05_206826.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1187_05_08_206828.jpg_full_full_90_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1201_03_29_206831.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1210_00_00_206834.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1210_00_00_206835.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1210_00_00_206836.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1211_00_00_206837.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1211_00_00_206838.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1212_01_25_206840.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1213_00_00_206841.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1213_00_00_206842.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1213_00_00_206843.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1213_00_00_206844.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1213_00_00_206845.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1214_00_00_206846.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1214_0505_206848.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1215_00_00_206850.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1215_00_00_206852.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1215_05_06_206851.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1216_00_00_206854.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1216_04_20_206853.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1216_05_14_206855.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1218_01_27_206856.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1218_02_01_206858.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1218_11_23_206859.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1220_00_00_206860.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1220_00_00_206861.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1221_00_00_206864.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1221_00_00_206865.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1221_01_02_206863.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1222_00_00_206867.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1222_00_00_206869.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1222_00_00_206870.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1222_00_00_206872.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1222_09_10_206873.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1222_12_06_206871ca.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1223_00_00_206874-1.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1223_00_00_206874-2.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1223_00_00_206875.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1223_00_00_206876.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1225_00_00_206882.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1225_00_00_206883.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1225_02_13_206878.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1225_03_10_206880.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1225_04_25_206881.jpg_full_full_270_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1225_05_15_206879.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1226_00_00_206886.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1226_00_00_206888.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1226_02_23_206884.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1226_07_11_206885.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1227_08_20_206890.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1227_08_21_206891.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1227_08_28_206892.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1227_09_15_206893.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1227_09_16_206894.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1228_00_00_206900.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1228_01_09_206896.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1228_07_08_206897.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1228_07_08_206898.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1229_00_00_206904.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1229_07_06_206901.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1230_00_00_206907.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1230_00_00_206908.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1230_03_15_206905.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1230_07_24_206906.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1231_00_00_206916.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1231_00_00_206917.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1231_01_26_206909.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1231_04_24_206910.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1231_05_07_206911.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1231_09_30_206912.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1231_10_20_206913.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1231_12_25_206915ca.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1232_00_00_206918.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1232_01_28_206919.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1232_07_22_206922.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1232_07_23_206923.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1233_04_20_206924.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1233_06_01_206930.jpg_full_full_90_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1233_06_06_206937.jpg_full_full_90_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1233_09_00_206928.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1233_09_11_206931.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1233_10_01_206929.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_00_00_206939.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_00_00_206940.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_00_00_206941.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_00_00_206943.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_00_00_206944.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_00_00_206946.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_00_00_206947.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_02_02_206933.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_02_27_206934.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_02_27_206938.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_03_08_206935.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_03_08_206936.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1234_03_08_206945.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_00_00_206960.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_03_07_206949-1.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_03_07_206949-2.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_03_15_206951.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_03_20_206950.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_05_09_206952.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_07_11_206953.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_07_11_206954.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_07_23_206955.jpg_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__227__K.._MOM-Bilddateien._~Pannonhalmajpgweb._~Capsarium._~Pann_1235_08_25_206958.jpg_full_full_0_default.jpg;MOMCA;;;
